fy,state_abbrev,fips,y,x1,x2,x3,x4,x5,MD,decade,state,region_compact,state_name,yfte,MDSREB,lnnetut,lnfte,lnperinc
2004,KY,21,1108687616,363641472,140056,11460494336,116047,4146101,0,3,KY,1,KENTUCKY,7916.0308,0,19.711679,11.849797,11.661751
2005,KY,21,1076740352,455960768,140579,12261812224,121758,4182742,0,3,KY,1,KENTUCKY,7659.3257,0,19.937918,11.853525,11.709791
2006,KY,21,1207616000,488047200,140769,13558452224,128867,4219239,0,3,KY,1,KENTUCKY,8578.707,0,20.005922,11.854876,11.766536
2007,KY,21,1253991936,560494848,140621,13705288704,134576,4256672,0,3,KY,1,KENTUCKY,8917.5293,0,20.144331,11.853824,11.809884
2008,KY,21,1320540032,624762304,142382,14156696576,140523,4289878,0,3,KY,1,KENTUCKY,9274.6279,0,20.252882,11.866269,11.853127
2009,KY,21,1284097536,678629056,144641,13859499008,138823,4317074,0,3,KY,1,KENTUCKY,8877.8252,0,20.335585,11.88201,11.840955
2010,KY,21,1286116224,738040256,154247,13768834048,144103,4348200,0,4,KY,1,KENTUCKY,8338.0303,0,20.419508,11.94631,11.878284
2011,KY,21,1285568768,804759232,159806,14556418048,151300,4369488,0,4,KY,1,KENTUCKY,8044.5586,0,20.506054,11.981716,11.92702
2012,KY,21,1235520768,850582272,159306,15029990400,156828,4386381,0,4,KY,1,KENTUCKY,7755.645,0,20.561432,11.978582,11.962905
2013,KY,21,1187665792,876249024,155586,15431579648,158218,4404817,0,4,KY,1,KENTUCKY,7633.5005,0,20.591162,11.954954,11.971729
2014,KY,21,1194587904,907675904,154782,15917452288,165915,4414483,0,4,KY,1,KENTUCKY,7717.8735,0,20.626398,11.949773,12.019231
2015,KY,21,1175369728,961022016,152317,16735690752,173026,4425999,0,4,KY,1,KENTUCKY,7716.6025,0,20.683508,11.933719,12.061197
2016,KY,21,1177003904,973716992,149314,16958062592,175921,4438229,0,4,KY,1,KENTUCKY,7882.7432,0,20.69663,11.913807,12.07779
2017,KY,21,1170767232,985434880,147167,17342836736,182605,4453874,0,4,KY,1,KENTUCKY,7955.3652,0,20.708593,11.899323,12.115081
2018,KY,21,1173159040,977289024,144747,,189717,4468402,0,4,KY,1,KENTUCKY,8104.8936,0,20.700293,11.882743,12.153289
1980,LA,22,333100000,53900000,106686,3533949952,37369,4223101,0,1,LA,1,LOUISIANA,3122.2466,0,17.802641,11.577645,10.528597
1981,LA,22,400500000,61100000,110043,4115133952,43084,4283297,0,1,LA,1,LOUISIANA,3639.4863,0,17.928022,11.608626,10.670907
1982,LA,22,459800000,73200000,115702,4649783808,46380,4352609,0,1,LA,1,LOUISIANA,3974.0022,0,18.108706,11.658773,10.744623
1983,LA,22,489400000,88300000,119225,4663298048,48423,4395311,0,1,LA,1,LOUISIANA,4104.8438,0,18.296251,11.688767,10.78773
1984,LA,22,501300000,102300000,122965,4972046848,51505,4400474,0,1,LA,1,LOUISIANA,4076.7698,0,18.44342,11.719655,10.849434
1985,LA,22,567299968,111700000,123664,5817816064,53630,4408113,0,1,LA,1,LOUISIANA,4587.4302,0,18.531328,11.725324,10.889864
1986,LA,22,539699968,132700000,123065,5640320000,53695,4406922,0,1,LA,1,LOUISIANA,4385.4873,0,18.703602,11.720468,10.891075
1987,LA,22,489600000,162900000,118300,5512986112,53932,4344151,0,1,LA,1,LOUISIANA,4138.6304,0,18.908648,11.680979,10.895479
1988,LA,22,494500000,184300000,119878,5856889856,56881,4288859,0,1,LA,1,LOUISIANA,4125.0273,0,19.032076,11.69423,10.948717
1989,LA,22,483000000,199200000,120034,6219580928,60326,4252896,0,1,LA,1,LOUISIANA,4023.8599,0,19.109819,11.69553,11.007519
1990,LA,22,527500000,222400000,120323,6590669824,64881,4221532,0,2,LA,1,LOUISIANA,4384.0332,0,19.219988,11.697935,11.08031
1991,LA,22,585200000,231600000,125712,7033008128,68408,4253279,0,2,LA,1,LOUISIANA,4655.0845,0,19.260523,11.741749,11.133245
1992,LA,22,587299968,237600000,132910,7073964032,73264,4293003,0,2,LA,1,LOUISIANA,4418.7793,0,19.286098,11.797427,11.201824
1993,LA,22,575699968,269400000,136554,7239129088,76873,4316428,0,2,LA,1,LOUISIANA,4215.9146,0,19.411707,11.824475,11.24991
1994,LA,22,567600000,315600000,134990,7423541760,81906,4347481,0,2,LA,1,LOUISIANA,4204.7559,0,19.569986,11.812956,11.313328
1995,LA,22,589600000,314700000,135884,7982889984,85953,4378779,0,2,LA,1,LOUISIANA,4338.9951,0,19.567131,11.819557,11.361556
1996,LA,22,593900032,325000000,136188,8465583104,89777,4398877,0,2,LA,1,LOUISIANA,4360.8838,0,19.599337,11.821792,11.405084
1997,LA,22,645900032,330600000,136135,9630044160,94401,4421071,0,2,LA,1,LOUISIANA,4744.5552,0,19.616419,11.821403,11.455307
1998,LA,22,726000000,340300000,137610,10061798400,98944,4440344,0,2,LA,1,LOUISIANA,5275.7793,0,19.645338,11.832179,11.502309
1999,LA,22,952118656,354000000,169864,10533303296,101397,4460811,0,2,LA,1,LOUISIANA,5605.1821,0,19.684807,12.042753,11.526799
2000,LA,22,986304384,262570704,170175,10887407616,107073,4471885,0,3,LA,1,LOUISIANA,5795.8242,0,19.38603,12.044582,11.581266
2001,LA,22,1007996032,281940704,168121,11872911360,114459,4477875,0,3,LA,1,LOUISIANA,5995.6582,0,19.457207,12.032439,11.647972
2002,LA,22,1140954112,289988352,172092,12182065152,117699,4497267,0,3,LA,1,LOUISIANA,6629.9077,0,19.485352,12.055784,11.675886
2003,LA,22,1196304128,318119072,177275,12292577280,121132,4521042,0,3,LA,1,LOUISIANA,6748.2959,0,19.577936,12.085458,11.704637
2004,LA,22,1245307648,357356544,183276,13065430016,126296,4552238,0,3,LA,1,LOUISIANA,6794.7119,0,19.694244,12.118749,11.746384
2005,LA,22,1287848832,364239360,183409,14301995008,135921,4576628,0,3,LA,1,LOUISIANA,7021.7319,0,19.713322,12.119473,11.819829
2006,LA,22,1285481344,457672960,166536,15723965440,143643,4302665,0,3,LA,1,LOUISIANA,7718.9399,0,19.941666,12.022966,11.875087
2007,LA,22,1459847296,438968992,166671,17593364480,157374,4375581,0,3,LA,1,LOUISIANA,8758.8564,0,19.899939,12.023777,11.96638
2008,LA,22,1598519680,359659328,165154.66,17950500864,168070,4435586,0,3,LA,1,LOUISIANA,9678.9258,0,19.700668,12.014638,12.032136
2009,LA,22,1564395648,401886688,169602.45,17477718016,163752,4491648,0,3,LA,1,LOUISIANA,9223.8975,0,19.81168,12.041212,12.006108
2010,LA,22,1493619712,444945952,178931,16152067072,171098,4544532,0,4,LA,1,LOUISIANA,8347.4619,0,19.913464,12.094755,12.049992
2011,LA,22,1582176896,465338848,183633,16612384768,177105,4575184,0,4,LA,1,LOUISIANA,8615.9727,0,19.958277,12.120694,12.084498
2012,LA,22,1237070336,615353728,181589.28,16954427392,186589,4600814,0,4,LA,1,LOUISIANA,6812.4634,0,20.237707,12.109503,12.136663
2013,LA,22,1174061952,672197568,174552,17566976000,189197,4624577,0,4,LA,1,LOUISIANA,6726.1445,0,20.326063,12.069978,12.150544
2014,LA,22,1125250816,701818048,168001.19,18078599168,198234,4644204,0,4,LA,1,LOUISIANA,6697.874,0,20.369184,12.031726,12.197204
2015,LA,22,1120321536,739370112,165329,18448039936,200749,4664851,0,4,LA,1,LOUISIANA,6776.3159,0,20.421309,12.015693,12.20981
2016,LA,22,1179534720,690371520,167896.09,18218729472,199879,4678215,0,4,LA,1,LOUISIANA,7025.3853,0,20.352741,12.0311,12.205467
2017,LA,22,1083387008,824866944,160056.83,20216958976,205227,4670818,0,4,LA,1,LOUISIANA,6768.7646,0,20.530733,11.983284,12.231872
2018,LA,22,1159690624,784591296,161670.45,,215489,4659978,0,4,LA,1,LOUISIANA,7173.1763,0,20.480673,11.993316,12.280665
1980,ME,23,54700000,23900000,26250,965542976,9654,1126860,0,1,ME,4,MAINE,2083.8096,,16.989389,10.175422,9.175128
1981,ME,23,59700000,27700000,26650,1062611968,10652,1133033,0,1,ME,4,MAINE,2240.1501,,17.136944,10.190544,9.2735033
1982,ME,23,64800000,33000000,26700,1155869056,11581,1136683,0,1,ME,4,MAINE,2426.9663,,17.312017,10.192419,9.3571215
1983,ME,23,70800000,35900000,26500,1240012032,12473,1144772,0,1,ME,4,MAINE,2671.698,,17.396248,10.1849,9.4313211
1984,ME,23,74400000,39100000,26500,1420537984,13787,1155634,0,1,ME,4,MAINE,2807.5471,,17.481632,10.1849,9.5314817
1985,ME,23,88400000,39100000,26250,1545328000,14893,1162935,0,1,ME,4,MAINE,3367.6191,,17.481632,10.175422,9.6086464
1986,ME,23,97700000,40500000,25850,1659782016,16123,1170126,0,1,ME,4,MAINE,3779.4971,,17.516813,10.160066,9.6880016
1987,ME,23,121400000,38700000,25900,1931357056,17491,1184577,0,1,ME,4,MAINE,4687.2588,,17.47135,10.161998,9.7694416
1988,ME,23,136800000,39900000,26300,2207216896,19277,1203840,0,1,ME,4,MAINE,5201.521,,17.501886,10.177324,9.8666677
1989,ME,23,157500000,42500000,27800,2385168896,21011,1219961,0,1,ME,4,MAINE,5665.4678,,17.565014,10.232791,9.9528017
1990,ME,23,169100000,55300000,28716,2423965952,21870,1231719,0,2,ME,4,MAINE,5888.7031,,17.828283,10.26521,9.9928713
1991,ME,23,164000000,60000000,29554,2510360064,22250,1237081,0,2,ME,4,MAINE,5549.1641,,17.909855,10.293974,10.010098
1992,ME,23,165500000,75500000,29979,2707735040,23325,1238508,0,2,ME,4,MAINE,5520.5313,,18.139643,10.308252,10.057281
1993,ME,23,165300000,81400000,29722,2842299904,24095,1242302,0,2,ME,4,MAINE,5561.5371,,18.214886,10.299643,10.08976
1994,ME,23,167000000,88000000,28212,2914862080,25086,1242662,0,2,ME,4,MAINE,5919.4668,,18.292847,10.247502,10.130065
1995,ME,23,169000000,93600000,27433,3060690944,26179,1243480,0,2,ME,4,MAINE,6160.4639,,18.354542,10.219501,10.172713
1996,ME,23,171900000,93400000,26834,3231340032,27653,1249060,0,2,ME,4,MAINE,6406.0522,,18.352402,10.197425,10.227489
1997,ME,23,175200000,100700000,27154,3564068096,29170,1254774,0,2,ME,4,MAINE,6452.0879,,18.427656,10.20928,10.280896
1998,ME,23,179655184,104546496,26913,4012317952,31218,1259127,0,2,ME,4,MAINE,6675.4053,,18.465143,10.200365,10.34875
1999,ME,23,192214816,105086112,27640,4082369024,32801,1266808,0,2,ME,4,MAINE,6954.2266,,18.470291,10.227019,10.398214
2000,ME,23,206100000,109355928,28910,4262141952,35226,1277072,0,3,ME,4,MAINE,7129.021,,18.510118,10.271943,10.46954
2001,ME,23,226587344,117667360,29287,4360700416,37138,1285692,0,3,ME,4,MAINE,7736.7891,,18.583372,10.284899,10.522396
2002,ME,23,236611728,127286720,30560,4541146112,38414,1295960,0,3,ME,4,MAINE,7742.5303,,18.661953,10.327447,10.556177
2003,ME,23,234088656,137765584,32736,4439065600,40289,1306513,0,3,ME,4,MAINE,7150.8022,,18.741064,10.396231,10.603834
2004,ME,23,231511920,169289712,34516,4982540800,42374,1313688,0,3,ME,4,MAINE,6707.3799,,18.947123,10.449179,10.65429
2005,ME,23,241255616,172488352,35167,5219707904,43449,1318787,0,3,ME,4,MAINE,6860.2842,,18.965839,10.467863,10.679343
2006,ME,23,244070640,179955792,35235,5805559808,45684,1323619,0,3,ME,4,MAINE,6926.9375,,19.008223,10.469795,10.729504
2007,ME,23,256024304,195493408,35514,5742620160,47357,1327040,0,3,ME,4,MAINE,7209.1094,,19.091038,10.477682,10.76547
2008,ME,23,271117248,213074224,35533,5932771840,49301,1330509,0,3,ME,4,MAINE,7630.0127,,19.177151,10.478217,10.805699
2009,ME,23,269992384,235590336,35968,5651435008,49268,1329590,0,3,ME,4,MAINE,7506.4609,,19.277605,10.490385,10.80503
2010,ME,23,270023808,251966976,37517,5838326784,50331,1327632,0,4,ME,4,MAINE,7197.3721,,19.344809,10.53255,10.826377
2011,ME,23,276689760,260415168,38284,6054013952,52424,1328150,0,4,ME,4,MAINE,7227.2949,,19.377789,10.552788,10.86712
2012,ME,23,270884128,264280576,37897,6137473024,53490,1327691,0,4,ME,4,MAINE,7147.9043,,19.392523,10.542627,10.88725
2013,ME,23,265872240,265211376,37342,6402708992,53346,1328196,0,4,ME,4,MAINE,7119.9248,,19.396038,10.527874,10.884554
2014,ME,23,271864128,262584640,36577,6394542080,55650,1330760,0,4,ME,4,MAINE,7432.6523,,19.386084,10.507174,10.926837
2015,ME,23,272341664,261156656,35445,6787296256,57948,1328484,0,4,ME,4,MAINE,7683.5,,19.38063,10.475738,10.967301
2016,ME,23,285491136,239436896,34604,6924559872,59697,1331370,0,4,ME,4,MAINE,8250.2354,,19.2938,10.451725,10.997037
2017,ME,23,301740544,243099952,34287,7078870016,62174,1335063,0,4,ME,4,MAINE,8800.4355,,19.308983,10.442521,11.037692
2018,ME,23,303051904,249729136,33945,,65454,1338404,0,4,ME,4,MAINE,8927.7334,,19.335888,10.432497,11.089103
1980,MD,24,325300000,106600000,133228,4655453184,48503,4227643,1,1,MD,1,MARYLAND,2441.679,1,18.484594,11.799817,10.789381
1981,MD,24,365100000,118300000,134769,4967916032,54043,4261905,1,1,MD,1,MARYLAND,2709.0801,1,18.588734,11.811317,10.897535
1982,MD,24,376200000,132800000,138254,5361644032,58611,4282923,1,1,MD,1,MARYLAND,2721.0786,1,18.704355,11.836848,10.978678
1983,MD,24,423800000,148600000,141311,5809746944,62787,4313329,1,1,MD,1,MARYLAND,2999.0588,1,18.816769,11.858719,11.047503
1984,MD,24,426300000,165600000,144646,6535577088,69665,4365246,1,1,MD,1,MARYLAND,2947.1953,1,18.925085,11.882045,11.151453
1985,MD,24,476500000,187400000,144874,7152647168,75503,4413072,1,1,MD,1,MARYLAND,3289.0649,1,19.048756,11.883619,11.231928
1986,MD,24,514500000,195500000,144691,7776052224,81545,4486956,1,1,MD,1,MARYLAND,3555.8535,1,19.09107,11.882356,11.30891
1987,MD,24,551000000,208700000,145579,8607197184,88008,4565558,1,1,MD,1,MARYLAND,3784.8865,1,19.156408,11.888474,11.385183
1988,MD,24,593400000,234900000,149700,9673022464,96740,4657903,1,1,MD,1,MARYLAND,3963.9277,1,19.27467,11.916389,11.479782
1989,MD,24,676499968,253600000,153055,10373276672,104601,4727303,1,1,MD,1,MARYLAND,4419.9795,1,19.351269,11.938553,11.557908
1990,MD,24,792200000,294500000,155488,11022141440,110894,4799770,1,2,MD,1,MARYLAND,5094.9268,1,19.50079,11.954324,11.61633
1991,MD,24,782700032,302900000,166686,11099110400,114899,4867641,1,2,MD,1,MARYLAND,4695.6553,1,19.528913,12.023867,11.651809
1992,MD,24,686499968,377100000,155929,11472517120,120637,4923368,1,2,MD,1,MARYLAND,4402.6445,1,19.74802,11.957156,11.700541
1993,MD,24,722000000,416200000,154175,12723743744,125486,4971889,1,2,MD,1,MARYLAND,4682.9902,1,19.846676,11.945844,11.739949
1994,MD,24,714700032,399800000,152255,13301074944,131410,5023060,1,2,MD,1,MARYLAND,4694.0991,1,19.806475,11.933312,11.786077
1995,MD,24,753900032,411800000,151813,13905180672,137245,5070033,1,2,MD,1,MARYLAND,4965.978,1,19.836048,11.930405,11.829523
1996,MD,24,779600000,447300000,151303,14131690496,143742,5111986,1,2,MD,1,MARYLAND,5152.5747,1,19.918739,11.92704,11.875775
1997,MD,24,807100032,470100000,157929,14837823488,151792,5157328,1,2,MD,1,MARYLAND,5110.5244,1,19.968456,11.969901,11.930266
1998,MD,24,839600000,511400000,161140,16052137984,163868,5204464,1,2,MD,1,MARYLAND,5210.376,1,20.052662,11.990028,12.006817
1999,MD,24,901500032,656015168,164225,16558536704,174048,5254509,1,2,MD,1,MARYLAND,5489.4204,1,20.301695,12.008993,12.067086
2000,MD,24,1048524480,690238912,167438,18289881088,189505,5311034,1,3,MD,1,MARYLAND,6262.1655,1,20.352549,12.028368,12.152171
2001,MD,24,1293800960,742194880,175085,18895726592,199707,5374691,1,3,MD,1,MARYLAND,7389.5591,1,20.425123,12.073027,12.204607
2002,MD,24,1313666560,773791872,174136,19874281472,207659,5440389,1,3,MD,1,MARYLAND,7543.9116,1,20.466814,12.067592,12.243652
2003,MD,24,1216838016,839240192,168261,19566069760,217235,5496269,1,3,MD,1,MARYLAND,7231.8481,1,20.548008,12.033272,12.288735
2004,MD,24,1149052288,954574080,165502,22331127808,232208,5546935,1,3,MD,1,MARYLAND,6942.8301,1,20.676775,12.016739,12.355389
2005,MD,24,1185321856,1123872128,196626,23899054080,245174,5592379,1,3,MD,1,MARYLAND,6028.3066,1,20.840046,12.189058,12.409723
2006,MD,24,1272254976,1188600448,192614,25788809216,258474,5627367,1,3,MD,1,MARYLAND,6605.2051,1,20.896042,12.168444,12.46255
2007,MD,24,1450214784,1226801408,197966,27064827904,269021,5653408,1,3,MD,1,MARYLAND,7325.5752,1,20.927675,12.19585,12.502544
2008,MD,24,1555048320,1279657088,207255,27651053568,280998,5684965,1,3,MD,1,MARYLAND,7503.0679,1,20.969858,12.241705,12.546103
2009,MD,24,1613101952,1440862208,231079,26977339392,279384,5730388,1,3,MD,1,MARYLAND,6980.7378,1,21.088507,12.350515,12.540342
2010,MD,24,1600560128,1534937472,231188.77,28066144256,289470,5788642,1,4,MD,1,MARYLAND,6923.1743,1,21.151756,12.35099,12.575807
2011,MD,24,1596186240,1648104960,238741.69,29037074432,306180,5838991,1,4,MD,1,MARYLAND,6685.8296,1,21.222893,12.383138,12.631928
2012,MD,24,1606876800,1744255872,242955,30206644224,315231,5887072,1,4,MD,1,MARYLAND,6613.8867,1,21.279594,12.400632,12.661061
2013,MD,24,1617306240,1774080128,238813.84,32470067200,314267,5923704,1,4,MD,1,MARYLAND,6772.2466,1,21.296547,12.38344,12.657998
2014,MD,24,1721006848,1743565952,232934.64,33469798400,325836,5958165,1,4,MD,1,MARYLAND,7388.3682,1,21.279198,12.358513,12.694149
2015,MD,24,1791980416,1805548928,233207.53,35113988096,342074,5986717,1,4,MD,1,MARYLAND,7684.0591,1,21.314131,12.359684,12.742783
2016,MD,24,1868491904,1878577280,234124,36310233088,354451,6004692,1,4,MD,1,MARYLAND,7980.7788,1,21.353781,12.363606,12.778325
2017,MD,24,1963481344,1929057408,232963,37964460032,364576,6024891,1,4,MD,1,MARYLAND,8428.2969,1,21.380297,12.358635,12.80649
2018,MD,24,1991588736,1991554816,231761,,382829,6042718,1,4,MD,1,MARYLAND,8593.2871,1,21.412182,12.353462,12.855344
1980,MA,25,330400000,94000000,122952,7133186048,61389,5746075,0,1,MA,4,MASSACHUSETTS,2687.2275,,18.358805,11.719549,11.024986
1981,MA,25,340000000,109000000,128268,7731782144,68493,5768685,0,1,MA,4,MASSACHUSETTS,2650.7002,,18.506859,11.761877,11.134487
1982,MA,25,362000000,126000000,127374,7753132032,75099,5771222,0,1,MA,4,MASSACHUSETTS,2842.0242,,18.651793,11.754883,11.226563
1983,MA,25,387000000,146000000,124638,8215173120,81446,5799405,0,1,MA,4,MASSACHUSETTS,3104.9919,,18.799118,11.733169,11.307695
1984,MA,25,419800000,156000000,123000,8983513088,91928,5840774,0,1,MA,4,MASSACHUSETTS,3413.0081,,18.865366,11.719939,11.428761
1985,MA,25,503100000,174500000,122612,9986976768,99342,5880734,0,1,MA,4,MASSACHUSETTS,4103.1875,,18.977436,11.71678,11.506324
1986,MA,25,565400000,175800000,123484,11303508992,107147,5902677,0,1,MA,4,MASSACHUSETTS,4578.731,,18.984858,11.723866,11.581957
1987,MA,25,655400000,178200000,124550,12216802304,116044,5935205,0,1,MA,4,MASSACHUSETTS,5262.1436,,18.998417,11.732463,11.661725
1988,MA,25,724400000,178200000,125620,12721760256,127723,5979983,0,1,MA,4,MASSACHUSETTS,5766.5977,,18.998417,11.741016,11.757619
1989,MA,25,695500032,187500000,124045,13644705792,135209,6015478,0,1,MA,4,MASSACHUSETTS,5606.8364,,19.04929,11.728399,11.814577
1990,MA,25,681600000,200000000,122586,14195745792,139233,6022639,0,2,MA,4,MASSACHUSETTS,5560.1782,,19.113829,11.716568,11.843904
1991,MA,25,603699968,248100000,121414,14804040704,141352,6018470,0,2,MA,4,MASSACHUSETTS,4972.2437,,19.329342,11.706962,11.859009
1992,MA,25,521400000,317100000,118885,15311688704,148478,6028709,0,2,MA,4,MASSACHUSETTS,4385.751,,19.574728,11.685912,11.908192
1993,MA,25,601500032,309600000,121045,16031531008,154367,6060569,0,2,MA,4,MASSACHUSETTS,4969.2266,,19.550791,11.703918,11.947088
1994,MA,25,660800000,314500000,120049,17125903360,162175,6095241,0,2,MA,4,MASSACHUSETTS,5504.4189,,19.566494,11.695655,11.996431
1995,MA,25,698400000,312300000,118622,18100908032,171742,6141445,0,2,MA,4,MASSACHUSETTS,5887.6094,,19.559475,11.683698,12.053749
1996,MA,25,738300032,311300000,115252,19122966528,182580,6179756,0,2,MA,4,MASSACHUSETTS,6405.9629,,19.556267,11.654877,12.114944
1997,MA,25,799200000,317300000,114327,20119738368,194131,6226058,0,2,MA,4,MASSACHUSETTS,6990.4746,,19.575357,11.646818,12.176289
1998,MA,25,858800000,373600000,114154,21706174464,206428,6271838,0,2,MA,4,MASSACHUSETTS,7523.1704,,19.738697,11.645304,12.237707
1999,MA,25,922800000,401500000,117299,22269421568,220405,6317345,0,2,MA,4,MASSACHUSETTS,7867.0747,,19.810719,11.672482,12.303222
2000,MA,25,1009800000,416900000,118949,24042067968,245253,6361104,0,3,MA,4,MASSACHUSETTS,8489.3525,,19.848356,11.68645,12.410046
2001,MA,25,1131804544,436900000,119717,25827764224,255085,6397634,0,3,MA,4,MASSACHUSETTS,9454,,19.895214,11.692886,12.449352
2002,MA,25,1069051328,459972992,123602,23895435264,254409,6417206,0,3,MA,4,MASSACHUSETTS,8649.1426,,19.946678,11.724822,12.446698
2003,MA,25,1031934464,530224800,137045,23995590656,259979,6422565,0,3,MA,4,MASSACHUSETTS,7529.895,,20.088812,11.828065,12.468356
2004,MA,25,914864000,641820800,137279,27015147520,273463,6412281,0,3,MA,4,MASSACHUSETTS,6664.2676,,20.279819,11.829771,12.518922
2005,MA,25,1037527872,694158272,137677,28756961280,285643,6403290,0,3,MA,4,MASSACHUSETTS,7535.9565,,20.35821,11.832665,12.562498
2006,MA,25,1147151232,733106880,139874,30635651072,307519,6410084,0,3,MA,4,MASSACHUSETTS,8201.3184,,20.412802,11.848497,12.636292
2007,MA,25,1256792832,786638592,143565,32120072192,323111,6431559,0,3,MA,4,MASSACHUSETTS,8754.1729,,20.48328,11.874543,12.685751
2008,MA,25,1347344512,853664640,148288,33997340672,335841,6468967,0,3,MA,4,MASSACHUSETTS,9085.998,,20.565048,11.906912,12.724393
2009,MA,25,1242600576,913441664,155387,32270716928,332021,6517613,0,3,MA,4,MASSACHUSETTS,7996.8115,,20.63273,11.953674,12.712954
2010,MA,25,1208725760,988836672,165244,33475379200,348423,6566431,0,4,MA,4,MASSACHUSETTS,7314.7935,,20.71204,12.015179,12.761172
2011,MA,25,1214703872,1066386176,168671,35841110016,365743,6613149,0,4,MA,4,MASSACHUSETTS,7201.6167,,20.78754,12.035706,12.809686
